store_id,item_id,wm_yr_wk,sell_price
WI_2,HOUSEHOLD_1_001,11400,10.05
WI_2,HOUSEHOLD_1_001,11401,10.05
WI_2,HOUSEHOLD_1_001,11402,10.05
WI_2,HOUSEHOLD_1_001,11403,10.05
WI_2,HOUSEHOLD_1_001,11404,10.05
WI_2,HOUSEHOLD_1_001,11405,10.05
WI_2,HOUSEHOLD_1_001,11406,10.05
WI_2,HOUSEHOLD_1_001,11407,10.05
WI_2,HOUSEHOLD_1_001,11408,10.05
WI_2,HOUSEHOLD_1_001,11409,10.05
WI_2,HOUSEHOLD_1_001,11410,10.05
WI_2,HOUSEHOLD_1_001,11411,10.05
WI_2,HOUSEHOLD_1_001,11412,10.05
WI_2,HOUSEHOLD_1_001,11413,10.05
WI_2,HOUSEHOLD_1_001,11414,10.05
WI_2,HOUSEHOLD_1_001,11415,10.05
WI_2,HOUSEHOLD_1_001,11416,10.05
WI_2,HOUSEHOLD_1_001,11417,10.05
WI_2,HOUSEHOLD_1_001,11418,10.05
WI_2,HOUSEHOLD_1_001,11419,10.05
WI_2,HOUSEHOLD_1_001,11420,10.05
WI_2,HOUSEHOLD_1_001,11421,10.05
WI_2,HOUSEHOLD_1_001,11422,10.05
WI_2,HOUSEHOLD_1_001,11423,10.05
WI_2,HOUSEHOLD_1_001,11424,10.05
WI_2,HOUSEHOLD_1_001,11425,10.05
WI_2,HOUSEHOLD_1_001,11426,10.05
WI_2,HOUSEHOLD_1_001,11427,10.05
WI_2,HOUSEHOLD_1_001,11428,10.05
WI_2,HOUSEHOLD_1_001,11429,10.05
WI_2,HOUSEHOLD_1_001,11430,10.05
WI_2,HOUSEHOLD_1_001,11431,10.05
WI_2,HOUSEHOLD_1_001,11432,10.05
WI_2,HOUSEHOLD_1_001,11433,10.05
WI_2,HOUSEHOLD_1_001,11434,10.05
WI_2,HOUSEHOLD_1_001,11435,10.05
WI_2,HOUSEHOLD_1_001,11436,10.05
WI_2,HOUSEHOLD_1_001,11437,10.05
WI_2,HOUSEHOLD_1_001,11438,10.05
WI_2,HOUSEHOLD_1_001,11439,10.05
WI_2,HOUSEHOLD_1_001,11440,10.05
WI_2,HOUSEHOLD_1_001,11441,10.05
WI_2,HOUSEHOLD_1_001,11442,10.05
WI_2,HOUSEHOLD_1_001,11443,10.05
WI_2,HOUSEHOLD_1_001,11444,10.05
WI_2,HOUSEHOLD_1_001,11445,10.05
WI_2,HOUSEHOLD_1_001,11446,10.05
WI_2,HOUSEHOLD_1_001,11447,10.05
WI_2,HOUSEHOLD_1_001,11448,10.05
WI_2,HOUSEHOLD_1_001,11449,10.05
WI_2,HOUSEHOLD_1_001,11450,10.05
WI_2,HOUSEHOLD_1_001,11451,10.05
WI_2,HOUSEHOLD_1_001,11452,10.05
WI_2,HOUSEHOLD_1_001,11453,10.05
WI_2,HOUSEHOLD_1_001,11454,10.05
WI_2,HOUSEHOLD_1_001,11455,10.05
WI_2,HOUSEHOLD_1_001,11456,10.05
WI_2,HOUSEHOLD_1_001,11457,10.05
CA_1,FOODS_1_002,11400,10.14
CA_1,FOODS_1_002,11401,10.14
CA_1,FOODS_1_002,11402,10.14
CA_1,FOODS_1_002,11403,10.14
CA_1,FOODS_1_002,11404,10.14
CA_1,FOODS_1_002,11405,10.14
CA_1,FOODS_1_002,11406,10.14
CA_1,FOODS_1_002,11407,10.14
CA_1,FOODS_1_002,11408,10.14
CA_1,FOODS_1_002,11409,10.14
CA_1,FOODS_1_002,11410,10.14
CA_1,FOODS_1_002,11411,10.14
CA_1,FOODS_1_002,11412,10.14
CA_1,FOODS_1_002,11413,10.14
CA_1,FOODS_1_002,11414,10.14
CA_1,FOODS_1_002,11415,10.14
CA_1,FOODS_1_002,11416,10.14
CA_1,FOODS_1_002,11417,10.14
CA_1,FOODS_1_002,11418,10.14
CA_1,FOODS_1_002,11419,10.14
CA_1,FOODS_1_002,11420,10.14
CA_1,FOODS_1_002,11421,10.14
CA_1,FOODS_1_002,11422,10.14
CA_1,FOODS_1_002,11423,10.14
CA_1,FOODS_1_002,11424,10.14
CA_1,FOODS_1_002,11425,10.14
CA_1,FOODS_1_002,11426,10.14
CA_1,FOODS_1_002,11427,10.14
CA_1,FOODS_1_002,11428,10.14
CA_1,FOODS_1_002,11429,10.14
CA_1,FOODS_1_002,11430,10.14
CA_1,FOODS_1_002,11431,10.14
CA_1,FOODS_1_002,11432,10.14
CA_1,FOODS_1_002,11433,10.14
CA_1,FOODS_1_002,11434,10.14
CA_1,FOODS_1_002,11435,10.14
CA_1,FOODS_1_002,11436,10.14
CA_1,FOODS_1_002,11437,10.14
CA_1,FOODS_1_002,11438,10.14
CA_1,FOODS_1_002,11439,10.14
CA_1,FOODS_1_002,11440,10.14
CA_1,FOODS_1_002,11441,10.14
CA_1,FOODS_1_002,11442,10.14
CA_1,FOODS_1_002,11443,10.14
CA_1,FOODS_1_002,11444,10.14
CA_1,FOODS_1_002,11445,10.14
CA_1,FOODS_1_002,11446,10.14
CA_1,FOODS_1_002,11447,10.14
CA_1,FOODS_1_002,11448,10.14
CA_1,FOODS_1_002,11449,10.14
CA_1,FOODS_1_002,11450,10.14
CA_1,FOODS_1_002,11451,10.14
CA_1,FOODS_1_002,11452,10.14
CA_1,FOODS_1_002,11453,10.14
CA_1,FOODS_1_002,11454,10.14
CA_1,FOODS_1_002,11455,10.14
CA_1,FOODS_1_002,11456,10.14
CA_1,FOODS_1_002,11457,10.14
CA_2,HOBBIES_1_003,11400,1.92
CA_2,HOBBIES_1_003,11401,1.92
CA_2,HOBBIES_1_003,11402,1.92
CA_2,HOBBIES_1_003,11403,1.92
CA_2,HOBBIES_1_003,11404,1.92
CA_2,HOBBIES_1_003,11405,1.92
CA_2,HOBBIES_1_003,11406,1.92
CA_2,HOBBIES_1_003,11407,1.92
CA_2,HOBBIES_1_003,11408,1.92
CA_2,HOBBIES_1_003,11409,1.92
CA_2,HOBBIES_1_003,11410,1.92
CA_2,HOBBIES_1_003,11411,1.92
CA_2,HOBBIES_1_003,11412,1.92
CA_2,HOBBIES_1_003,11413,1.92
CA_2,HOBBIES_1_003,11414,1.92
CA_2,HOBBIES_1_003,11415,1.92
CA_2,HOBBIES_1_003,11416,1.92
CA_2,HOBBIES_1_003,11417,1.92
CA_2,HOBBIES_1_003,11418,1.92
CA_2,HOBBIES_1_003,11419,1.92
CA_2,HOBBIES_1_003,11420,1.92
CA_2,HOBBIES_1_003,11421,1.92
CA_2,HOBBIES_1_003,11422,1.92
CA_2,HOBBIES_1_003,11423,1.92
CA_2,HOBBIES_1_003,11424,1.92
CA_2,HOBBIES_1_003,11425,1.92
CA_2,HOBBIES_1_003,11426,1.92
CA_2,HOBBIES_1_003,11427,1.92
CA_2,HOBBIES_1_003,11428,1.92
CA_2,HOBBIES_1_003,11429,1.92
CA_2,HOBBIES_1_003,11430,1.92
CA_2,HOBBIES_1_003,11431,1.92
CA_2,HOBBIES_1_003,11432,1.92
CA_2,HOBBIES_1_003,11433,1.92
CA_2,HOBBIES_1_003,11434,1.92
CA_2,HOBBIES_1_003,11435,1.92
CA_2,HOBBIES_1_003,11436,1.92
CA_2,HOBBIES_1_003,11437,1.92
CA_2,HOBBIES_1_003,11438,1.92
CA_2,HOBBIES_1_003,11439,1.92
CA_2,HOBBIES_1_003,11440,1.92
CA_2,HOBBIES_1_003,11441,1.92
CA_2,HOBBIES_1_003,11442,1.92
CA_2,HOBBIES_1_003,11443,1.92
CA_2,HOBBIES_1_003,11444,1.92
CA_2,HOBBIES_1_003,11445,1.92
CA_2,HOBBIES_1_003,11446,1.92
CA_2,HOBBIES_1_003,11447,1.92
CA_2,HOBBIES_1_003,11448,1.92
CA_2,HOBBIES_1_003,11449,1.92
CA_2,HOBBIES_1_003,11450,1.92
CA_2,HOBBIES_1_003,11451,1.92
CA_2,HOBBIES_1_003,11452,1.92
CA_2,HOBBIES_1_003,11453,1.92
CA_2,HOBBIES_1_003,11454,1.92
CA_2,HOBBIES_1_003,11455,1.92
CA_2,HOBBIES_1_003,11456,1.92
CA_2,HOBBIES_1_003,11457,1.92
WI_2,FOODS_2_004,11400,10.15
WI_2,FOODS_2_004,11401,10.15
WI_2,FOODS_2_004,11402,10.15
WI_2,FOODS_2_004,11403,10.15
